Date publication;Type de publication;Titre;Libellé recommandation;Destinataire 1;Destinataire 2;Destinataire 3
17/10/2017;Référé;Le congé individuel de formation (CIF);Mettre en oeuvre les conditions d'une unification du réseau de distribution du CIF;Ministère chargé du travail et de l'emploi; ; 
08/03/2017;Référé;Le dispositif de remplacement des enseignants des premier et second degrés;"Mentionner la mission de remplacement dans les
missions liées au service d'enseignement qui composent, avec le service d'enseignement, les obligations de service des enseignants du second degré";Ministère chargé de l'Éducation nationale; ; 
08/03/2017;Référé;Le dispositif de remplacement des enseignants des premier et second degrés;"Fiabiliser le pilotage du remplacement et améliorer l'information sur le dispositif :
? parfaire la connaissance du besoin de remplacement et sa couverture, en
particulier dans le second degré public et dans l'enseignement privé ;
? harmoniser les règles d'imputation des moyens entre les trois programme";Ministère chargé de l'Éducation nationale; ; 
08/03/2017;Référé;Le dispositif de remplacement des enseignants des premier et second degrés;"rendre effectif le remplacement des absences de courte durée dans le second degré :
? créer les conditions de l'application effective du protocole prévu par le décret no 2005-1035 du 26 août 2005, en renforçant les prérogatives des chefs d'établissement dans la gestion des remplacements de courte durée ;
? accentuer l'effort de réduction des absences institutionnelles des enseignants,
a minima celles résultant de l'organisation de la formation continue.
";Ministère chargé de l'Éducation nationale; ; 
07/03/2017;Référé;Le fonds d'épargne - 2012-2015;Etablir et publier une doctrine d'emploi du fonds d'épargne, satisfaisant la double exigence d'une activité d'intérêt général et de l'existence d'une défaillance de marché.;Ministère chargé de l'Économie et des Finances;Ministère chargé du logement; 
07/03/2017;Référé;Le fonds d'épargne - 2012-2015;Etablir l'existence d'une défaillance de marché avant toute décision ministérielle concernant un nouvel emploi du fonds d'épargne, ou le renouvellement d'un dispositif existant, comme l'enveloppe de 20 Md? pour le secteur public local.;Ministère chargé de l'Économie et des Finances; ; 
07/03/2017;Référé;Le fonds d'épargne - 2012-2015;Rationaliser les outils publics existants en matière de financement du secteur public local, en clarifiant le rôle des deux principaux instruments à disposition de l'Etat, SFIL et fonds d'épargne.;Ministère chargé de l'Économie et des Finances; ; 
06/03/2017;Référé;Le programme SIRHEN (système d'information et de gestion des ressources humaines du ministère de l'éducation nationale, de l'enseignement supérieur et de la recherche);"Conforter le pilotage stratégique du projet par trois mesures liées :
- en fondant chaque décision du comité de pilotage sur une étude d'impacts coûts/délais ;
- en renforçant la traçabilité du processus décisionnel ;
- en impliquant les maîtrises d'ouvrages stratégiques, qui doivent être co-responsables de la réussite du programme.";Ministère chargé de l'Éducation nationale; ; 
06/03/2017;Référé;Le programme SIRHEN (système d'information et de gestion des ressources humaines du ministère de l'éducation nationale, de l'enseignement supérieur et de la recherche);Recentrer le programme sur ses fonctions socles (gestion des moyens/gestion individuelles et collectives/paie) et sur l'outillage décisionnel.;Ministère chargé de l'Éducation nationale; ; 
06/03/2017;Référé;Le programme SIRHEN (système d'information et de gestion des ressources humaines du ministère de l'éducation nationale, de l'enseignement supérieur et de la recherche);"Renforcer et documenter le suivi financier du programme,par un budget consolidé intégrant les dépenses externalisées, les coûts internes et
le maintien opérationnel des anciennes applications.";Ministère chargé de l'Éducation nationale; ; 
07/03/2017;Référé;Les dépenses de fonctionnement de l'établissement public Caisse des dépôts et consignations.;Mettre un terme sans délai aux irrégularités constatées au titre du versement d'indemnités sans base réglementaire.;Caisse des dépôts et consignations; ; 
07/03/2017;Référé;Les dépenses de fonctionnement de l'établissement public Caisse des dépôts et consignations.;Fixer une trajectoire budgétaire pluriannuelle déclinée par nature d'activités et objectifs-cibles à atteindre, en lien avec le ministre en charge des finances.;Caisse des dépôts et consignations; ; 
07/03/2017;Référé;Les dépenses de fonctionnement de l'établissement public Caisse des dépôts et consignations.;Articuler étroitement la démarche de performance et l'élaboration du budget.;Caisse des dépôts et consignations; ; 
07/03/2017;Référé;Les dépenses de fonctionnement de l'établissement public Caisse des dépôts et consignations.;Mettre en place une procédure d'approbation du budget par la commission de surveillance;Ministère chargé de l'Économie et des Finances;Caisse des dépôts et consignations; 
07/03/2017;Référé;Les dépenses de fonctionnement de l'établissement public Caisse des dépôts et consignations.;revoir le statut du caissier général en supprimant le compte de gestion et son jugement par la Cour.;Ministère chargé de l'Économie et des Finances;Caisse des dépôts et consignations; 
18/09/2017;Référé;Les dépenses fiscales en faveur du logement social;Supprimer les mesures d'exonération de l'impôt sur les sociétés en faveur du logement social.;Ministère chargé du Budget et des comptes publics;Ministère chargé du logement; 
18/09/2017;Référé;Les dépenses fiscales en faveur du logement social;Remplacer le régime d'exonération de la taxe foncière sur les propriétés bâties en faveur du secteur immobilier social par des subventions ciblées tenant compte de la situation des territoires et des organismes concernés.;Ministère chargé du Budget et des comptes publics;Ministère chargé du logement; 
18/09/2017;Référé;Les dépenses fiscales en faveur du logement social;Simplifier les dispositions du code général des impôts relatives au taux réduit de TVA en faveur du secteur du logement, notamment celles qui concernent les travaux.;Ministère chargé du Budget et des comptes publics;Ministère chargé du logement; 
13/11/2017;Référé;Les services du ministère de la justice dans les départements d'outre-mer;"Adopter un plan justice pour les départements d'outre mer, pendant du plan ""sécurité outre-mer"" de juin 2016, visant notamment à remédier à la faiblesse des greffes, à répondre aux retards immobiliers pénitentiaires et à renforcer les moyens de traitements des crises dans l'administration pénitentiaire en tenant compte des spécificités territoriales, dans le cadre tracé pour la justice dans la loi de programmation des finances publiques pour les années 2018 à 2022.";Garde des Sceaux;Ministère chargé de l'Outre-mer; 
19/07/2017;Référé;Mise en oeuvre de la loi de programmation militaire 2014 - 2019 et perspectives financières de la mission Défense;veiller à la cohérence entre les lois de programmation militaire et la trajectoire d'ensemble définie par les lois de programmation des finances publiques, en assurant une budgétisation sincère des opérations extérieures et missions intérieures et en excluant le recours aux recettes exceptionnelles pour équilibrer le budget d'une mission régalienne;Ministère chargé de la Défense et des anciens combattants;Ministère chargé du Budget et des comptes publics; 
19/07/2017;Référé;Mise en oeuvre de la loi de programmation militaire 2014 - 2019 et perspectives financières de la mission Défense;Déclarer les dépenses de défense en utilisant les possibilités ouvertes par la définition de l'OTAN, comme le font d'autres membres de l'Alliance, pour déterminer si l'objectif des 2 % du PIB est atteint;Ministère chargé de la Défense et des anciens combattants; ; 
19/07/2017;Référé;Mise en oeuvre de la loi de programmation militaire 2014 - 2019 et perspectives financières de la mission Défense;Intégrer l'ensemble des réformes dans la liste des chantiers de transformation du ministère, en particulier la fonction restauration et le maintien en condition opérationnelle des matériels;Ministère chargé de la Défense et des anciens combattants; ; 
19/07/2017;Référé;Mise en oeuvre de la loi de programmation militaire 2014 - 2019 et perspectives financières de la mission Défense;Dans le respect de l'autonomie stratégique de la France, ne pas exclure pour les nouveaux programmes les achats de produits déjà existants (produits « catalogue »);Ministère chargé de la Défense et des anciens combattants; ; 
23/05/2017;Référé;Mission interministérielle de vigilance et de lutte contre les dérives sectaires (MIVILUDES), exercices 2009 à 2015.;"Réformer le décret n°2002-1392 du 28 novembre 2002: mettre en place un conseil réunissant conseil d'orientation et comité exécutif, réduire le nombre de ses membres et fixer une durée à leur mandat; et instituer un conseil scientifique.";Premier Ministre; ; 
23/05/2017;Référé;Mission interministérielle de vigilance et de lutte contre les dérives sectaires (MIVILUDES), exercices 2009 à 2015.;Etablir une programmation annuelle des actions dans le cadre d'une stratégie pluriannuelle et en assurer une évaluation régulière au moyen d'indicateurs de performance appropriés.;Premier Ministre; ; 
23/05/2017;Référé;Mission interministérielle de vigilance et de lutte contre les dérives sectaires (MIVILUDES), exercices 2009 à 2015.;Améliorer la gestion des subventions aux associations en concluant avec chacune une convention pluriannuelle d'objectifs et en coordonnant les financements accordés par l'Etat.;Premier Ministre; ; 
07/02/2018;RPA T1;Amplifier la modernisation numérique de l'Etat;Intégrer explicitement les opérateurs dans le dispositif de sécurisation des grands projets informatiques.;Premier Ministre; ; 
07/02/2018;RPA T1;Amplifier la modernisation numérique de l'Etat;Créer un programme budgétaire supportant les dépenses numériques et informatiques à vocation transversale, afin d'accélérer la rationalisation du système d'information de l'Etat, le déploiement des infrastructures de l'Etat plateforme et le développement des mutualisations.;Premier Ministre; ; 
07/02/2018;RPA T1;Amplifier la modernisation numérique de l'Etat;"Renforcer l'attractivité de l'Etat comme employeur, en mobilisant l'ensemble des leviers autres que celui des seules rémunérations: promotion du logiciel libre; autonomisation des équipes; adaptation des locaux; propositions de parcours de carrière, construction d'une image employeur, etc.";Premier Ministre; ; 
07/02/2018;RPA T1;Amplifier la modernisation numérique de l'Etat;Créer une filière de recrutement d'experts en numérique, informatique, cybersécurité pouvant être mise à profit par l'ensemble des administrations et bénéficiant de mesures de fidélisation et de développement des compétences et de gestion de carrières communes.;Premier Ministre; ; 
07/02/2018;RPA T1;Amplifier la modernisation numérique de l'Etat;"Orientation :
Accélérer le déploiement de la stratégie d'Etat plateforme, en relayant les actions de la DINSIC dans les autres services interministériels.";Premier Ministre; ; 
07/02/2018;RPA T1;Amplifier la modernisation numérique de l'Etat;"Orientation :
Former massivement et en continu l'ensemble des agents publics aux compétences nécessaires pour accomplir la révolution numérique (design, droit du numérique, méthodes agiles, sécurité informatique, protection des données personnelles, lean start up, etc.).";Premier Ministre; ; 
07/02/2018;RPA T1;La politique vaccinale;Généraliser le carnet de vaccination électronique;Ministère chargé de la Santé et des affaires sociales; ; 
07/02/2018;RPA T1;La politique vaccinale;Ouvrir plus largement aux professionnels de santé autres que les professions médicales (infirmiers, pharmaciens) la possibilité de réaliser des vaccinations.;Ministère chargé de la Santé et des affaires sociales; ; 
07/02/2018;RPA T1;La politique vaccinale;Revenir sur la suspension de l'obligation de vaccination contre la grippe des professionnels de santé.;Ministère chargé de la Santé et des affaires sociales; ; 
07/02/2018;RPA T1;La politique vaccinale;Impliquer activement la médecine scolaire dans la vaccination et, le cas échéant, permettre des vaccinations de rattrapage par des professionnels de santé extérieurs à l'école.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
07/02/2018;RPA T1;La politique vaccinale;Ajouter aux missions de la Haute Autorité de santé le soin d'assurer la présence réactive sur les réseaux sociaux d'une information indépendante et scientifique sur la vaccination.;Ministère chargé de la Santé et des affaires sociales; ;Haute autorité de santé
19/01/2018;RPA T1;"Le projet ""Balard"" : une réussite opérationnelle, un pilotage à renforcer";"Mettre en place, comme dans la phase de construction, un pilotage de
Balard en mode projet et en confier la direction à une personnalité
rendant compte directement au ministre";Ministère chargé de la Défense et des anciens combattants; ; 
19/01/2018;RPA T1;"Le projet ""Balard"" : une réussite opérationnelle, un pilotage à renforcer";"Réaliser les économies de soutien attendues du regroupement sur le
site de Balard";Ministère chargé de la Défense et des anciens combattants; ; 
08/02/2018;RPA T1;Les activités privées de sécurité;"Concevoir en fonction des textes et de la jurisprudence une doctrine de l'emploi des agents privés de sécurité dans le cadre de dispositifs
de sécurité publique, applicable notamment à l'organisation d'événements sportifs, culturels ou récréatifs.";Ministère de l'Intérieur; ; 
08/02/2018;RPA T1;Les activités privées de sécurité;"Revoir la composition du collège du CNAPS afin de la rapprocher du dispositif de gouvernance commun à l'ensemble des établissements publics administratifs en garantissant aux représentants 
de l'État la majorité absolue des voix au sein du collège.";Ministère de l'Intérieur; ; 
08/02/2018;RPA T1;Les activités privées de sécurité;"CNAPS  : Elaborer une doctrine unifiée à soumettre à l'approbation du collège,relative aux exigences de moralité des candidats aux métiers de la
sécurité privée."; ;Ministère de l'Intérieur; 
08/02/2018;RPA T1;Les activités privées de sécurité;CNAPS : Délivrer les autorisations d'exercer une activité privée de sécurité sous la forme d'une carte professionnelle sécurisée.; ;Ministère de l'Intérieur; 
08/02/2018;RPA T1;Les activités privées de sécurité;"Approfondir le champ et les modalités du contrôle en engageant des actions disciplinaires à l'encontre des agents privés de sécurité, en
intensifiant la coopération institutionnelle, notamment avec les procureurs de la République, et en modifiant la réglementation afin d'attraire les donneurs d'ordre à une procédure disciplinaire.";Ministère de l'Intérieur; ; 
07/02/2018;RPA T2;La caisse nationale de solidarité pour l'autonomie;Préciser le rôle de la CNSA dans la synthèse des volets médico-sociaux des projets régionaux de santé.;Ministère chargé de la Santé et des affaires sociales; ; 
07/02/2018;RPA T2;La caisse nationale de solidarité pour l'autonomie;Assurer une répartition plus équitable des dotations régionales limitatives en appliquant les nouveaux critères de répartition fondés sur l'« indice global de besoins ».;Ministère chargé de la Santé et des affaires sociales; ; 
07/02/2018;RPA T2;La caisse nationale de solidarité pour l'autonomie;Modifier les critères de péréquation pour l'attribution des concours de la CNSA en matière d'aide personnalisée pour l'autonomie (APA) et de prestation de compensation du handicap (PCH) pour compenser les disparités territoriales.;Ministère chargé de la Santé et des affaires sociales; ; 
07/02/2018;RPA T2;La dette des hôpitaux;Donner une assise réglementaire au comité interministériel de la performance et de la modernisation de l'offre de soins hospitaliers (COPERMO) et préciser par ce texte les conditions de validation par ses soins des projets aidés en y intégrant l'obligation d'un taux de marge de 8 % et en définissant de manière limitative les possibilités de dérogation à ce taux (recommandation réajustée).;Ministère chargé de la Santé et des affaires sociales; ; 
07/02/2018;RPA T2;La dette des hôpitaux;À cette occasion, abaisser de manière significative le seuil de soumission obligatoire des projets passant en COPERMO à une contre-expertise du commissariat général à l'investissement (recommandation nouvelle).;Ministère chargé de la Santé et des affaires sociales; ; 
07/02/2018;RPA T2;La dette des hôpitaux;Affiner les méthodes d'évaluation socio-économique et d'analyse du retour sur investissement du COPERMO, notamment par une définition homogène et extensive des coûts pris en considération (recommandation nouvelle).;Ministère chargé de la Santé et des affaires sociales; ; 
07/02/2018;RPA T2;La dette des hôpitaux;Faire soumettre annuellement par le directeur de l'établissement au conseil de surveillance un rapport sur la situation de la dette et sa stratégie de gestion (recommandation réajustée).;Ministère chargé de la Santé et des affaires sociales; ; 
08/02/2018;RPA T2;La gestion des amendes de circulation;"Mener des études d'impact sur les mesures décidées en matière de développement des radars afin d'anticiper leurs conséquences sur la
chaîne de traitement des infractions routières.";Ministère de l'Intérieur; ; 
08/02/2018;RPA T2;La gestion des amendes de circulation;Homogénéiser les réponses apportées aux contestations des conducteurs par les officiers du ministère public.;Ministère de l'Intérieur; ; 
08/02/2018;RPA T2;La gestion des amendes de circulation;Renforcer le pilotage du projet Rocade, en définir le périmètre, les ressources et les étapes dès 2017.;Ministère de l'Intérieur; ; 
08/02/2018;RPA T2;La gestion des amendes de circulation;Fiabiliser le système d'immatriculation des véhicules (SIV.;Ministère de l'Intérieur; ; 
08/02/2018;RPA T2;La gestion des amendes de circulation;S'agissant du changement d'adresse des titulaires de carte grise,lancer une campagne d'information du public rappelant les obligations déclaratives et les sanctions en cas de non-respect de celles-ci.; ; ; 
07/02/2018;RPA T2;La mise en oeuvre des contrats aidées : un recentrage nécessaire sur l'objectif d'insertion professionnelle;Réserver les contrats aidés du secteur non marchand aux seuls bénéficiaires qu'il n'est pas possible d'orienter directement vers des dispositifs plus intensifs en formation (alternance) et dont la situation ne requiert pas un accompagnement global (garantie-jeune, insertion par l'activité économique, etc.);Ministère chargé du travail et de l'emploi; ; 
07/02/2018;RPA T2;La mise en oeuvre des contrats aidées : un recentrage nécessaire sur l'objectif d'insertion professionnelle;Préciser, le modèle des emplois d'avenir, les obligations d'accompagnement des bénéficiaires de CUI et les modalités de leur accès effectif à la formation, afin de garantir le respect des engagements pris dans ce domaine par les employeurs et la qualité du parcours d'insertion ;Ministère chargé du travail et de l'emploi; ; 
07/02/2018;RPA T2;La mise en oeuvre des contrats aidées : un recentrage nécessaire sur l'objectif d'insertion professionnelle;Notifier chaque année à Pôle emploi, aux missions locales et aux Cap emploi, une enveloppe financière devant être respectée en engagement et en paiement, tout en mettant en place un blocage empêchant la signature de nouveaux contrats aidés dès que la limite de cette enveloppe est atteinte;Ministère chargé du travail et de l'emploi; ; 
07/02/2018;RPA T2;La mise en oeuvre des contrats aidées : un recentrage nécessaire sur l'objectif d'insertion professionnelle;Lisser la programmation des enveloppes de contrats aidés sur l'ensemble de l'année en tenant compte, dans leur calibrage, de la nécessité d'assurer pour chaque bénéficiaire un accompagnement et un accès à la formation effectifs;Ministère chargé du travail et de l'emploi; ; 
07/02/2018;RPA T2;Les services publics numériques en santé;Améliorer la médicalisation des données numériques de santé en examinant les conditions de mise en place d'un codage des pathologies en soins de ville et développer leur analyse,;Ministère chargé de la Santé et des affaires sociales; ; 
07/02/2018;RPA T2;Les services publics numériques en santé;Assurer l'apport effectif du dossier médical partagé aux parcours de soins, au besoin en réexaminant les possibilités de non renseignement de ce dossier.;Ministère chargé de la Santé et des affaires sociales; ; 
07/02/2018;RPA T2;Les services publics numériques en santé;Rendre opposables aux éditeurs de logiciels les référentiels d'interopérabilité et de sécurité et intensifier les travaux visant à compléter les corpus de normes existants.;Ministère chargé de la Santé et des affaires sociales; ; 
07/02/2018;RPA T2;la lutte contre la fraude aux cotisations sociales;Harmoniser les moyens juridiques à la disposition des agents chargés du contrôle de cotisations et de leur recouvrement dans les URSSAF et à la MSA, entre eux et, autant que de besoin, avec ceux dont bénéficient les services fiscaux (recommandation ajustée).;Ministère chargé de la Santé et des affaires sociales;Agence Centrale des Organismes de Sécurité Sociale;Caisse centrale de la mutualité sociale agricole
07/02/2018;RPA T2;la lutte contre la fraude aux cotisations sociales;Augmenter le nombre et la fréquence des contrôles comptables et des actions de lutte contre le travail illégal menés par les URSSAF et par les caisses de MSA (nouvelle recommandation).;Ministère chargé de la Santé et des affaires sociales;Agence Centrale des Organismes de Sécurité Sociale;Caisse centrale de la mutualité sociale agricole
07/02/2018;RPA T2;la lutte contre la fraude aux cotisations sociales;Mettre en ?uvre sans nouveau délai le contrôle par les URSSAF des cotisations aux régimes complémentaires obligatoires de retraite des salariés, avec un calendrier précis de réalisation (recommandation réitérée).;Ministère chargé de la Santé et des affaires sociales;Agence Centrale des Organismes de Sécurité Sociale;AGIRC-ARRCO
07/02/2018;RPA T2;la lutte contre la fraude aux cotisations sociales;Régulariser sans délai l'ensemble des cotisations dues par l'État au titre des collaborateurs occasionnels du service public sous peine de pénalités de retard et définir une politique de contrôle régulier de l'État employeur (nouvelle recommandation).;Ministère chargé de la Santé et des affaires sociales;Agence Centrale des Organismes de Sécurité Sociale; 
24/01/2018;Rapport effectué pour le Parlement;La politique en direction des personnes présentant des troubles du spectre de l'autisme;"Fixer sur la durée du 4ème plan des objectifs prioritaires de progrès dans la collecte ou la construction de données, notamment (SGMAS) :
-       sur les coûts des interventions, en commençant par des évaluations pour des territoires témoins et des parcours types (en lien avec la DREES) ;
-       sur l'offre régionale, à partir d'une déclinaison régionale des données d'ES 2014 (en lien avec la DREES et la CNSA) ;
-       sur les diagnostics des adultes en établissements et la pertinence des soins proposés (en lien avec la DREES et la CNSA) ;
-       sur le repérage des adultes autistes hors établissements et sur leur contexte de vie, dans des territoires témoins 2014 (en lien avec la DREES et la CNSA) ;
-       sur les échelles de mesure de l'autonomie des personnes avec TSA et sur les évolutions susceptibles de permettre des mesures plus homogènes entre structures 2014 (en lien avec la CNSA). ";Ministère chargé de la Santé et des affaires sociales; ; 
24/01/2018;Rapport effectué pour le Parlement;La politique en direction des personnes présentant des troubles du spectre de l'autisme;Structurer et diversifier la recherche sur les TSA (recherche fondamentale, clinique et en sciences humaines), par la création d'un institut du neuro-développement, s'appuyant sur un organisme ou un opérateur déjà existant (DGS-Éducation nationale / Recherche).;Ministère chargé de l'Éducation nationale; ; 
24/01/2018;Rapport effectué pour le Parlement;La politique en direction des personnes présentant des troubles du spectre de l'autisme;"Décliner un volet consacré aux TSA dans les plans départementaux pour les handicaps établis avec chaque conseil départemental (en associant les autres partenaires éventuellement et notamment les CAF) (SGCIH, SGMAS, ARS) :
- les actions destinées à la généralisation d'interventions précoces, en lien avec les politiques ;
- de la petite enfance (et en lien avec les CAF) ;
- les actions dirigées vers l'aide à l'enfance (en lien avec les parquets des tribunaux) ;
- les actions dirigées vers l'inclusion sociale et dans le logement des adultes avec TSA.";Ministère chargé de la Santé et des affaires sociales; ; 
24/01/2018;Rapport effectué pour le Parlement;La politique en direction des personnes présentant des troubles du spectre de l'autisme;Dans les contrats passés avec les conseils régionaux sur la formation et l'insertion professionnelles, insérer un volet spécifique sur la formation et l'insertion des personnes handicapées et en particulier sur celle des personnes avec TSA (en associant les autres partenaires et notamment l'AGEFIPH) (SGCIH, SGMAS, ARS).;Ministère chargé de la Santé et des affaires sociales; ; 
24/01/2018;Rapport effectué pour le Parlement;La politique en direction des personnes présentant des troubles du spectre de l'autisme;"Dans le cadre d'une stratégie partagée au niveau académique entre les ARS et les rectorats, décliner des partenariats au niveau départemental (voire infra-départemental) entre l'Éducation nationale et les établissements et services médico-sociaux, en vue de : 
- développer l'externalisation des unités d'enseignement sur des sites scolaires ordinaires ;
- développer et mutualiser les formations conjointes sur les TSA, destinées à l'ensemble des intervenants auprès des enfants ;
- mettre à disposition des établissements scolaires les outils spécialisés utiles pour les TSA. (SGCIH, SGMAS, et DGESCO, ARS et rectorats).";Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
24/01/2018;Rapport effectué pour le Parlement;La politique en direction des personnes présentant des troubles du spectre de l'autisme;Développer le repérage des enfants en âge préscolaire par les professionnels médicaux de 1ère ligne en s'appuyant sur chacun des examens du développement de l'enfant et plus particulièrement sur l'examen obligatoire du 24ème mois (CNAMTS, PMI?) (DGS, CNAMTS).;Ministère chargé de la Santé et des affaires sociales;UNCAM/CNAMTS; 
24/01/2018;Rapport effectué pour le Parlement;La politique en direction des personnes présentant des troubles du spectre de l'autisme;Poursuivre la restructuration des centres ressources autisme (CRA) en ne conservant qu'un seul centre par nouvelle région, en les mettant sous contrainte d'objectifs, dans le cadre de la contractualisation d'un CPOM avec l'ARS, notamment en ce qui concerne les délais de diagnostic, et leur confier la mission nouvelle de constituer un réseau de diagnostic de proximité et d'en collecter et consolider les données sur l'activité et les résultats (DGCS, CNSA).;Ministère chargé de la Santé et des affaires sociales; ; 
24/01/2018;Rapport effectué pour le Parlement;La politique en direction des personnes présentant des troubles du spectre de l'autisme;Dans le cadre de la « transformation » déjà engagée de l'offre médico-sociale et sanitaire, mettre en place dans chaque territoire de santé un SESSAD précoce spécialisé dans les interventions précoces pour les enfants autistes, lié par convention à des structures sanitaires d'appui (SGMAS, DGCS et DGOS pour les instructions, ARS pour la mise en ?uvre).;Ministère chargé de la Santé et des affaires sociales; ; 
24/01/2018;Rapport effectué pour le Parlement;La politique en direction des personnes présentant des troubles du spectre de l'autisme;Accorder dans chaque territoire de santé des moyens fléchés à un service médico-social disposant de références dans l'accompagnement des TSA, identifié par appel à projet conjoint avec les conseils départementaux et reconnu établissement « ressources » pour les TSA (SGMAS, DGCS, ARS).;Ministère chargé de la Santé et des affaires sociales; ; 
24/01/2018;Rapport effectué pour le Parlement;La politique en direction des personnes présentant des troubles du spectre de l'autisme;Dans le cadre des groupes opérationnels de synthèse en cours de constitution au sein des MDPH, identifier et réexaminer régulièrement la situation des personnes autistes adultes accueillies « au long cours » dans les établissements psychiatriques, afin de leur proposer une prise en charge moins lourde et plus inclusive en ESMS (ARS, en lien avec les MDPH).;Ministère chargé de la Santé et des affaires sociales; ; 
24/01/2018;Rapport effectué pour le Parlement;La politique en direction des personnes présentant des troubles du spectre de l'autisme;Procéder à un bilan national annuel des progrès réalisés par les ARS dans la mise en ?uvre des orientations et mesures prioritaires du 4ème plan qui dépendent d'elles et distinguer de manière sélective à cette occasion les meilleures pratiques organisationnelles à diffuser (SGMAS, CNSA).;Ministère chargé de la Santé et des affaires sociales; ; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;Favoriser, dans le domaine de la recherche biomédicale,l'émergence de cinq à dix CHU disposant d'une visibilité internationale en leur confiant une responsabilité de tête de réseau et en concentrant les moyens de financement(ORIENTATION).;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;(MSS) : accroître progressivement et de façon significative la part des recettes MERRI réservée au financement des appels à projets et des structures de recherche.;Ministère chargé de la Santé et des affaires sociales; ; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;Améliorer le pilotage national des activités hospitalo-universitaires(ORIENTATION).;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;"
(MSS) : d'ores et déjà, modifier les modalités d'affectation des recettes MERRI : relèvement des seuils d'éligibilité ; contrôle des déclarations des établissements et notamment des annuaires des personnels publiants ; définition de règles plus strictes pour la prise en compte des personnels publiants ; modification des scores SIGAPS et SIGREC afin de les rendre plus discriminants au regard de la qualité des travaux de recherche.";Ministère chargé de la Santé et des affaires sociales; ; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;Renforcer la coordination stratégique des acteurs au niveau régional et local (ORIENTATION).;Ministère chargé de la Santé et des affaires sociales; ; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;(MSS) : déterminer un mode de calcul des surcoûts de recherche et d'enseignement, commun à tous les établissements de santé, sur la base du temps médical ou à défaut à partir de critères prédéterminés.;Ministère chargé de la Santé et des affaires sociales; ; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;Mettre en place un suivi de l'activité des personnels hospitalo-universitaires (ORIENTATION).;Ministère chargé de la Santé et des affaires sociales; ; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;(MSS, MESRI) : consolider dans une annexe commune à la loi de finances et à la loi de financement de la sécurité sociale, les crédits budgétaires, les dépenses fiscales et les emplois affectés à la recherche biomédicale et à la formation initiale des médecins.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;"(MSS, MESRI) : rénover le Programme hospitalier de recherche clinique (PHRC) :
? En plaçant l'appel à projets interrégional (jeunes chercheurs) dans le PHRC national ;
? En confiant à l'ANR la gestion des appels à projets selon les thématiques et le cahier des charges définis par le ministère chargé de la santé ;
? En demandant au Haut conseil de l'évaluation de la recherche et de l'enseignement supérieur (HCERES) de procéder périodiquement à son évaluation scientifique.";Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;(MSS, MESRI) : organiser les parcours de formation à partir des CHU vers les autres établissements de santé et la médecine de ville en s'appuyant sur les groupements hospitaliers de territoire, en vue de définir des parcours de formation cohérents avec les parcours de soins.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;(MESRI, HCERES) : renforcer l'évaluation des formations médicales en étendant les évaluations du HCERES à la formation pratique des étudiants et des internes.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;(MSS, MESRI) : améliorer le pilotage de la révision des postes hospitalo-universitaires en prenant plus fortement en compte sa dimension nationale et l'évolution des disciplines.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;(AVIESAN) : intégrer au sein du bureau exécutif d'AVIESAN un représentant désigné par la conférence des directeurs généraux de CHU.;Ministère chargé de la Santé et des affaires sociales; ; 
